"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: Potential 3 (V)"
1623,2.36142,4.02564,3.4359
1624,2.36142,4.02564,3.4359
1625,2.36142,4.02564,3.44078
1626,2.36386,4.02564,3.44078
1627,2.34921,4.02564,3.44078
1628,2.36386,4.02686,3.44567
1629,2.36386,4.02564,3.44567
1630,2.36508,4.02686,3.44567
1631,2.3663,4.02686,3.44567
1632,2.3663,4.02686,3.45055
1633,2.3895,4.02686,3.45543
1634,2.3663,4.02686,3.45543
1635,2.36874,4.02808,3.45543
1636,2.36752,4.02808,3.46032
1637,2.36752,4.02808,3.46032
1638,2.36874,4.0293,3.46032
1639,2.36996,4.02808,3.46032
1640,2.36996,4.0293,3.46032
1641,2.36996,4.0293,3.4652
1642,2.3663,4.02808,3.4652
1643,2.37118,4.0293,3.4652
1644,2.37241,4.0293,3.47009
1645,2.37118,4.0293,3.47009
1646,2.37241,4.0293,3.47497
1647,2.37363,4.0293,3.47497
1648,2.37363,4.0293,3.47497
1649,2.35775,4.03053,3.47497
1650,2.37485,4.03053,3.47985
1651,2.37729,4.03053,3.47985
1652,2.37607,4.03053,3.47985
1653,2.37973,4.03053,3.47985
1654,2.37729,4.03053,3.48474
1655,2.37729,4.03175,3.48474
1656,2.37729,4.03175,3.48474
1657,2.37118,4.03175,3.48962
1658,2.37973,4.03175,3.48962
1659,2.39438,4.03175,3.48962
1660,2.41026,4.03175,3.49451
1661,2.37973,4.03297,3.49451
1662,2.38095,4.03297,3.49451
1663,2.38339,4.03297,3.49451
1664,2.39072,4.03297,3.49939
1665,2.38095,4.03419,3.50427
1666,2.38217,4.03297,3.49939
1667,2.38339,4.03419,3.50427
1668,2.38217,4.03419,3.50427
1669,2.36752,4.03419,3.50916
1670,2.38584,4.03419,3.50427
1671,2.38584,4.03419,3.50916
1672,2.38462,4.03541,3.50916
1673,2.38584,4.03541,3.51404
1674,2.38462,4.03541,3.51404
1675,2.39805,4.03541,3.51893
1676,2.38706,4.03541,3.51404
1677,2.38706,4.03541,3.51893
1678,2.38828,4.03541,3.51893
1679,2.38828,4.03541,3.51893
1680,2.38828,4.03663,3.52381
1681,2.3895,4.03663,3.52381
1682,2.39316,4.03663,3.52869
1683,2.39072,4.03663,3.52869
1684,2.38462,4.03663,3.52869
1685,2.39194,4.03663,3.52869
1686,2.39316,4.03785,3.53358
1687,2.39316,4.03785,3.53358
1688,2.3895,4.03785,3.53846
1689,2.39683,4.03785,3.53846
1690,2.39438,4.03785,3.53846
1691,2.39438,4.03785,3.53846
1692,2.39438,4.03785,3.53846
1693,2.3956,4.03907,3.54335
1694,2.3956,4.03907,3.54335
1695,2.39683,4.03907,3.54335
1696,2.39805,4.03907,3.54335
1697,2.39683,4.03907,3.54823
1698,2.39683,4.03907,3.54823
1699,2.39683,4.03907,3.54823
1700,2.39927,4.04029,3.54823
1701,2.39072,4.04029,3.55311
1702,2.40049,4.04029,3.55311
1703,2.38706,4.04029,3.55311
1704,2.40415,4.04029,3.558
1705,2.40049,4.04151,3.558
1706,2.38339,4.04151,3.56288
1707,2.41392,4.04029,3.56288
1708,2.43468,4.04151,3.56288
1709,2.38462,4.04151,3.56777
1710,2.41148,4.04151,3.56777
1711,2.40293,4.04151,3.56777
1712,2.40415,4.04274,3.56777
1713,2.40537,4.04274,3.57265
1714,2.40415,4.04274,3.57265
1715,2.40537,4.04274,3.57753
1716,2.40659,4.04274,3.57265
1717,2.40781,4.04274,3.57753
1718,2.42735,4.04274,3.57753
1719,2.40781,4.04396,3.57753
1720,2.43468,4.04396,3.58242
1721,2.40781,4.04396,3.58242
1722,2.40904,4.04396,3.5873
1723,2.40904,4.04396,3.5873
1724,2.40904,4.04518,3.5873
1725,2.41026,4.04518,3.5873
1726,2.41026,4.04518,3.59219
1727,2.40415,4.04518,3.59219
1728,2.4127,4.04518,3.59219
1729,2.442,4.04518,3.59707
1730,2.4127,4.04518,3.59707
1731,2.41392,4.0464,3.60195
1732,2.41026,4.0464,3.60195
1733,2.41392,4.0464,3.60195
1734,2.41392,4.0464,3.60195
1735,2.4127,4.0464,3.60195
1736,2.41514,4.0464,3.60684
1737,2.41514,4.0464,3.60684
1738,2.41636,4.04762,3.61172
1739,2.42002,4.0464,3.61172
1740,2.41636,4.04762,3.60684
1741,2.41758,4.04762,3.61172
1742,2.4188,4.04762,3.61661
1743,2.41758,4.04762,3.61172
1744,2.41758,4.04762,3.61661
1745,2.4188,4.04762,3.61661
1746,2.42247,4.04762,3.62149
1747,2.42002,4.04762,3.62149
1748,2.44322,4.04884,3.62149
1749,2.42247,4.04884,3.62149
1750,2.42002,4.04884,3.62637
1751,2.42247,4.04884,3.62637
1752,2.42247,4.04884,3.62637
1753,2.42247,4.04884,3.63126
1754,2.42613,4.05006,3.63126
1755,2.42491,4.05006,3.63614
1756,2.4188,4.04884,3.63126
1757,2.42491,4.05006,3.63614
1758,2.40904,4.05006,3.63614
1759,2.46276,4.05006,3.63614
1760,2.42613,4.05006,3.63614
1761,2.42613,4.05006,3.64103
1762,2.42735,4.05128,3.64103
1763,2.43834,4.05128,3.64591
1764,2.42613,4.05128,3.64591
1765,2.42857,4.05128,3.65079
1766,2.42735,4.05128,3.64591
1767,2.42857,4.05006,3.65079
1768,2.42979,4.05128,3.65079
1769,2.42979,4.05128,3.65079
1770,2.40904,4.05128,3.65079
1771,2.4359,4.05128,3.65079
1772,2.4359,4.05128,3.65568
1773,2.41392,4.0525,3.65568
1774,2.43346,4.0525,3.65568
1775,2.47253,4.0525,3.66056
1776,2.43346,4.0525,3.66545
1777,2.43101,4.0525,3.66545
1778,2.4188,4.05372,3.66545
1779,2.46886,4.05372,3.66545
1780,2.43468,4.05372,3.66545
1781,2.42491,4.05372,3.67033
1782,2.43346,4.05372,3.67033
1783,2.43956,4.05372,3.67033
1784,2.43712,4.05494,3.67521
1785,2.42857,4.05494,3.67521
1786,2.43712,4.05494,3.67521
1787,2.46642,4.05494,3.67521
1788,2.43834,4.05494,3.6801
1789,2.45177,4.05494,3.6801
1790,2.43956,4.05617,3.6801
1791,2.43956,4.05494,3.68498
1792,2.44933,4.05617,3.68498
1793,2.43834,4.05617,3.68498
1794,2.44078,4.05617,3.68987
1795,2.442,4.05617,3.68987
1796,2.442,4.05617,3.68987
1797,2.442,4.05617,3.69475
1798,2.442,4.05617,3.69475
1799,2.442,4.05739,3.69475
1800,2.45665,4.05739,3.69475
1801,2.44689,4.05739,3.69475
1802,2.44322,4.05739,3.69963
1803,2.45543,4.05739,3.69963
1804,2.44567,4.05739,3.70452
1805,2.44444,4.05739,3.70452
1806,2.44567,4.05861,3.70452
1807,2.44689,4.05861,3.70452
1808,2.44689,4.05861,3.7094
1809,2.44689,4.05861,3.7094
1810,2.44811,4.05861,3.7094
1811,2.44933,4.05861,3.71429
1812,2.44933,4.05861,3.71429
1813,2.44689,4.05861,3.71429
1814,2.45665,4.05983,3.71429
1815,2.44933,4.05983,3.71429
1816,2.44933,4.05983,3.71917
1817,2.44933,4.05983,3.71917
1818,2.45055,4.05983,3.71917
1819,2.46032,4.05983,3.72405
1820,2.45177,4.05983,3.72405
1821,2.45299,4.06105,3.72405
1822,2.46886,4.06105,3.72405
1823,2.45421,4.06105,3.72894
1824,2.47131,4.06105,3.73382
1825,2.46886,4.06105,3.72894
1826,2.45421,4.06227,3.72894
1827,2.47253,4.06227,3.72894
1828,2.45421,4.06227,3.73871
1829,2.46154,4.06227,3.73871
1830,2.45665,4.06227,3.73871
1831,2.45665,4.06227,3.73871
1832,2.45665,4.06227,3.74359
1833,2.45788,4.06227,3.73871
1834,2.47619,4.06349,3.74359
1835,2.46764,4.06349,3.74847
1836,2.4652,4.06349,3.74359
1837,2.4591,4.06349,3.74847
1838,2.45788,4.06349,3.74847
1839,2.46398,4.06349,3.74847
1840,2.4652,4.06349,3.75336
1841,2.46154,4.06349,3.75336
1842,2.46276,4.06471,3.75824
1843,2.46764,4.06471,3.75824
1844,2.46154,4.06471,3.75336
1845,2.31136,4.06471,3.75824
1846,2.23443,4.06471,3.76313
1847,2.45788,4.06471,3.76313
1848,2.37485,4.06471,3.75824
1849,2.46398,4.06471,3.76313
1850,2.46642,4.06471,3.76801
1851,2.46398,4.06471,3.76801
1852,2.47131,4.06593,3.76801
1853,2.45177,4.06471,3.77289
1854,2.46642,4.06593,3.77289
1855,2.46642,4.06593,3.77289
1856,2.46764,4.06593,3.77778
1857,2.42735,4.06716,3.77289
1858,2.46764,4.06716,3.77289
1859,2.47009,4.06716,3.77778
1860,2.47009,4.06716,3.78266
1861,2.47131,4.06716,3.78266
1862,2.50183,4.06716,3.77778
1863,2.47009,4.06716,3.78266
1864,2.47131,4.06838,3.78755
1865,2.47131,4.06838,3.78755
1866,2.50916,4.06838,3.78755
1867,2.47253,4.06838,3.78755
1868,2.50794,4.06838,3.79243
1869,2.55922,4.06838,3.79243
1870,2.47375,4.06838,3.78755
1871,2.47985,4.06838,3.79243
1872,2.47375,4.06838,3.79243
1873,2.47375,4.06838,3.79731
1874,2.47497,4.0696,3.79731
1875,2.47375,4.0696,3.79731
1876,2.47497,4.0696,3.79731
1877,2.33211,4.0696,3.8022
1878,2.47131,4.0696,3.8022
1879,2.48718,4.0696,3.8022
1880,2.49939,4.0696,3.80708
1881,2.39316,4.0696,3.8022
1882,2.47619,4.0696,3.80708
1883,2.47741,4.07082,3.80708
1884,2.47741,4.07082,3.81197
1885,2.49206,4.07082,3.81197
1886,2.47863,4.07082,3.81197
1887,2.55433,4.07082,3.81685
1888,2.5116,4.07082,3.81197
1889,2.4823,4.07082,3.81685
1890,2.57143,4.07204,3.81685
1891,2.48107,4.07204,3.81685
1892,2.57875,4.07204,3.82173
1893,2.5641,4.07204,3.82173
1894,2.58486,4.07204,3.82173
1895,2.48474,4.07082,3.82173
1896,2.58608,4.07204,3.82173
1897,2.48474,4.07204,3.82662
1898,2.48474,4.07204,3.82662
1899,2.49817,4.07326,3.82662
1900,2.4652,4.07326,3.8315
1901,2.48596,4.07326,3.8315
1902,2.49206,4.07326,3.8315
1903,2.48474,4.07326,3.8315
1904,2.49328,4.07326,3.8315
1905,2.48718,4.07448,3.83639
1906,2.22589,4.07448,3.8315
1907,2.48718,4.07448,3.83639
1908,2.48718,4.07448,3.83639
1909,2.4884,4.07448,3.83639
1910,2.4884,4.0757,3.83639
1911,2.48718,4.07448,3.83639
1912,2.49084,4.0757,3.84127
1913,2.4884,4.0757,3.84127
1914,2.4884,4.0757,3.84127
1915,2.48962,4.0757,3.84127
1916,2.48962,4.0757,3.84127
1917,2.49084,4.0757,3.84127
1918,2.32234,4.0757,3.84127
1919,2.48962,4.0757,3.84615
1920,2.49084,4.0757,3.84615
1921,2.49206,4.0757,3.84615
1922,2.47131,4.0757,3.84615
1923,2.49206,4.0757,3.84615
1924,2.48718,4.0757,3.84615
1925,2.49206,4.0757,3.84615
1926,2.52991,4.0757,3.84615
1927,2.49328,4.07692,3.84615
1928,2.54579,4.07692,3.85104
1929,2.49328,4.07692,3.84615
1930,2.49328,4.0757,3.85104
1931,2.49451,4.07692,3.85104
1932,2.49206,4.07692,3.85104
1933,2.49328,4.07692,3.85104
1934,2.49206,4.07692,3.85104
1935,2.49451,4.07692,3.85104
1936,2.49328,4.07692,3.85104
1937,2.49451,4.07692,3.85104
1938,2.49573,4.07692,3.85104
1939,2.49451,4.07692,3.85104
1940,2.49573,4.07692,3.85104
1941,2.2674,4.07692,3.85104
1942,2.49451,4.07692,3.85104
1943,2.49573,4.0757,3.85104
1944,2.49451,4.07692,3.85104
1945,2.49451,4.07692,3.85104
1946,2.49573,4.07692,3.85104
1947,2.2735,4.07692,3.85104
1948,2.49573,4.07692,3.85104
1949,2.49573,4.07692,3.85592
1950,2.49573,4.07692,3.85104
1951,2.47619,4.0757,3.85104
1952,2.49695,4.07814,3.85104
1953,2.49695,4.07692,3.85592
1954,2.49451,4.07692,3.85592
1955,2.20024,4.07692,3.85592
1956,2.49451,4.07692,3.85104
1957,2.49328,4.07692,3.85592
1958,2.46398,4.07692,3.85592
1959,2.49695,4.07692,3.85592
1960,2.49695,4.07692,3.85592
1961,2.49695,4.07692,3.85592
1962,2.49451,4.07814,3.85592
1963,2.20879,4.07692,3.85592
1964,2.49817,4.07814,3.85592
1965,2.49695,4.07814,3.85592
1966,2.49695,4.07692,3.85592
1967,2.49817,4.07692,3.86081
1968,2.32112,4.07692,3.86081
1969,2.49817,4.07814,3.86081
1970,2.49817,4.07814,3.86081
1971,2.49939,4.07692,3.86081
1972,2.4823,4.07814,3.86081
1973,2.49817,4.07814,3.85592
1974,2.22344,4.07814,3.86081
1975,2.49206,4.07814,3.86081
1976,2.49939,4.07814,3.86081
1977,2.49939,4.07814,3.86081
1978,2.50061,4.07814,3.86569
1979,2.50061,4.07814,3.86569
1980,2.49939,4.07814,3.86569
1981,2.50061,4.07814,3.86569
1982,2.49939,4.07814,3.86569
1983,2.50061,4.07814,3.86569
1984,2.50183,4.07814,3.87057
1985,2.50061,4.07814,3.86569
1986,2.50061,4.07937,3.87057
1987,2.50061,4.07937,3.87057
1988,2.50061,4.07937,3.87546
1989,2.50305,4.07937,3.87057
1990,2.50183,4.07937,3.87057
1991,2.50183,4.07937,3.87546
1992,2.50183,4.07937,3.87546
1993,2.50183,4.07937,3.87546
1994,2.50183,4.07937,3.87546
1995,2.50183,4.08059,3.87546
1996,2.50183,4.07937,3.88034
1997,2.50183,4.07937,3.87546
1998,2.49328,4.07937,3.88034
1999,2.50183,4.08059,3.88034
2000,2.50305,4.07937,3.88034
2001,2.50183,4.08059,3.88034
2002,2.22466,4.08059,3.88034
2003,2.50183,4.08059,3.88523
2004,2.50305,4.08059,3.88523
2005,2.50305,4.08059,3.88523
2006,2.50183,4.08059,3.88523
2007,2.50427,4.08059,3.88523
2008,2.50427,4.08059,3.88523
2009,2.50427,4.08059,3.89011
2010,2.50427,4.08181,3.89011
2011,2.50061,4.08181,3.89011
2012,2.50672,4.08181,3.89011
2013,2.50672,4.08181,3.89499
2014,2.50549,4.08181,3.89499
2015,2.50549,4.08181,3.89499
2016,2.50672,4.08181,3.89988
2017,2.50916,4.08181,3.89988
2018,2.50794,4.08181,3.89988
2019,2.50672,4.08303,3.90476
2020,2.50794,4.08303,3.90476
2021,2.50794,4.08181,3.90476
2022,2.50794,4.08303,3.90965
2023,2.50916,4.08303,3.90965
2024,2.50794,4.08303,3.91453
2025,2.51282,4.08303,3.91453
2026,2.51648,4.08303,3.91453
2027,2.51404,4.08303,3.91941
2028,2.51282,4.08425,3.91941
2029,2.51404,4.08425,3.9243
2030,2.51526,4.08425,3.91941
2031,2.49695,4.08425,3.92918
2032,2.51648,4.08425,3.9243
2033,2.5177,4.08547,3.92918
2034,2.51648,4.08547,3.92918
2035,2.54823,4.08547,3.92918
2036,2.5177,4.08547,3.92918
2037,2.51404,4.08547,3.93407
2038,2.52015,4.08547,3.93895
2039,2.53602,4.08547,3.93895
2040,2.51404,4.08669,3.93895
2041,2.52137,4.08669,3.93895
2042,2.52259,4.08547,3.94383
2043,2.52259,4.08669,3.93895
2044,2.52259,4.08669,3.94383
2045,2.52137,4.08669,3.94383
2046,2.52259,4.08791,3.94872
2047,2.54945,4.08669,3.94872
2048,2.52137,4.08791,3.94872
2049,2.45055,4.08791,3.95849
2050,2.51404,4.08791,3.9536
2051,2.52625,4.08791,3.95849
2052,2.52625,4.08913,3.95849
2053,2.52747,4.08791,3.96337
2054,2.58486,4.08913,3.96337
2055,2.52747,4.08913,3.96337
2056,2.52625,4.08913,3.97314
2057,2.53114,4.08913,3.96825
2058,2.53236,4.08913,3.97314
2059,2.53236,4.08913,3.97314
2060,2.53236,4.09035,3.97314
2061,2.5348,4.09035,3.98291
2062,2.53602,4.09035,3.98291
2063,2.53724,4.09035,3.98779
2064,2.53968,4.09035,3.98779
2065,2.5409,4.09158,3.99267
2066,2.5409,4.0928,3.99267
2067,2.54212,4.0928,3.99756
2068,2.5409,4.09158,4.00244
2069,2.54457,4.0928,4.00733
2070,2.54945,4.0928,4.00733
2071,2.54701,4.0928,4.01221
2072,2.55311,4.09402,4.02198
2073,2.55433,4.09402,4.02686
2074,2.55556,4.09524,4.03175
2075,2.55678,4.09524,4.03663
2076,2.55922,4.09524,4.04151
2077,2.54335,4.09646,4.0464
2078,2.55189,4.09646,4.05128
2079,2.56532,4.09768,4.05617
2080,2.5641,4.09768,4.06105
2081,2.55678,4.0989,4.06593
2082,2.56777,4.0989,4.07082
2083,2.57021,4.10012,4.0757
2084,2.57143,4.10012,4.08059
2085,2.61294,4.10012,4.08547
2086,2.57387,4.10134,4.09035
2087,2.53358,4.10134,4.09524
2088,2.57509,4.10134,4.10012
2089,2.57875,4.10256,4.10012
2090,2.57631,4.10256,4.10501
2091,2.57875,4.10256,4.10989
2092,2.57998,4.10379,4.11477
2093,2.57998,4.10379,4.11477
2094,2.5812,4.10379,4.11966
2095,2.58242,4.10501,4.12454
2096,2.58242,4.10501,4.12943
2097,2.58486,4.10501,4.12943
2098,2.57143,4.10501,4.12943
2099,2.58486,4.10501,4.13431
2100,2.58608,4.10623,4.13919
2101,2.5873,4.10623,4.14408
2102,2.58486,4.10623,4.14408
2103,2.58974,4.10745,4.14896
2104,2.56166,4.10623,4.14896
2105,2.57387,4.10745,4.15385
2106,2.59096,4.10745,4.15385
2107,2.58974,4.10745,4.15873
2108,2.59219,4.10745,4.15873
2109,2.59341,4.10745,4.16361
2110,2.59219,4.10867,4.16361
2111,2.59585,4.10867,4.1685
2112,2.59707,4.10867,4.1685
2113,2.59707,4.10867,4.17338
2114,2.59829,4.10867,4.17827
2115,2.59829,4.10989,4.17827
2116,2.59829,4.10989,4.18315
2117,2.59951,4.10989,4.18804
2118,2.59707,4.10989,4.18804
2119,2.59951,4.11111,4.18804
2120,2.60195,4.11111,4.19292
2121,2.60317,4.11111,4.19292
2122,2.60928,4.11111,4.1978
2123,2.6044,4.11111,4.20269
2124,2.60562,4.11111,4.20757
2125,2.60684,4.11233,4.20757
2126,2.60195,4.11233,4.21245
2127,2.60806,4.11233,4.21245
2128,2.6105,4.11233,4.21734
2129,2.6105,4.11233,4.21734
2130,2.6105,4.11355,4.22222
2131,2.6105,4.11355,4.22222
2132,2.61294,4.11355,4.22711
2133,2.61416,4.11355,4.22711
2134,2.61416,4.11477,4.23199
2135,2.61661,4.11477,4.23199
2136,2.59951,4.11477,4.23687
2137,2.61661,4.11477,4.23687
2138,2.61783,4.116,4.24176
2139,2.61783,4.116,4.24664
2140,2.61905,4.116,4.24664
2141,2.61905,4.116,4.24664
2142,2.61905,4.11722,4.25153
2143,2.62149,4.11722,4.25641
2144,2.62149,4.116,4.25641
2145,2.62271,4.11722,4.26129
2146,2.62393,4.11722,4.26129
2147,2.6398,4.11722,4.26618
2148,2.62515,4.11722,4.26618
2149,2.62393,4.11722,4.27106
2150,2.6337,4.11722,4.27106
2151,2.62759,4.11722,4.27595
2152,2.64103,4.11844,4.27595
2153,2.59951,4.11844,4.28083
2154,2.63126,4.11844,4.28083
2155,2.63004,4.11844,4.28083
2156,2.63004,4.11844,4.28572
2157,2.63126,4.11966,4.28572
2158,2.60806,4.11966,4.2906
2159,2.60195,4.11966,4.2906
2160,2.6337,4.11966,4.29548
2161,2.63492,4.11966,4.30037
2162,2.60806,4.11966,4.30037
2163,2.62759,4.12088,4.30037
2164,2.60684,4.12088,4.30525
2165,2.63614,4.12088,4.30525
2166,2.63614,4.12088,4.31013
2167,2.63858,4.12088,4.31013
2168,2.6398,4.12088,4.31502
2169,2.64103,4.12088,4.3199
2170,2.6398,4.1221,4.3199
2171,2.66056,4.1221,4.3199
2172,2.64225,4.1221,4.3199
2173,2.64347,4.12088,4.32479
2174,2.64347,4.1221,4.32479
2175,2.64469,4.1221,4.32967
2176,2.64591,4.1221,4.32967
2177,2.64591,4.1221,4.33455
2178,2.64713,4.1221,4.33455
2179,2.64103,4.12332,4.33944
2180,2.64713,4.12332,4.34432
2181,2.62393,4.12332,4.34432
2182,2.64713,4.12332,4.34432
2183,2.65079,4.12332,4.34921
2184,2.65201,4.12332,4.35409
2185,2.65201,4.12332,4.35409
2186,2.65201,4.12332,4.35409
2187,2.62149,4.12332,4.35409
2188,2.65324,4.12454,4.35897
2189,2.65324,4.12454,4.35897
2190,2.65446,4.12454,4.36386
2191,2.65446,4.12454,4.36874
2192,2.6569,4.12454,4.36874
2193,2.6569,4.12454,4.36874
2194,2.65812,4.12454,4.37363
2195,2.65812,4.12576,4.37363
2196,2.65934,4.12576,4.37851
2197,2.65934,4.12576,4.37851
2198,2.66178,4.12576,4.3834
2199,2.66178,4.12576,4.3834
2200,2.65934,4.12576,4.3834
2201,2.66056,4.12698,4.38828
2202,2.66178,4.12698,4.39316
2203,2.66422,4.12698,4.39316
2204,2.66422,4.12698,4.39805
2205,2.66422,4.12698,4.39805
2206,2.71917,4.12698,4.39805
2207,2.66545,4.12698,4.40293
2208,2.65446,4.12698,4.40781
2209,2.66789,4.12698,4.40781
2210,2.67643,4.12698,4.40781
2211,2.65934,4.12698,4.4127
2212,2.66911,4.12821,4.4127
2213,2.66667,4.12698,4.41758
2214,2.67277,4.12821,4.42247
2215,2.67155,4.12821,4.42247
2216,2.67277,4.12821,4.42247
2217,2.65812,4.12821,4.41758
2218,2.67277,4.12821,4.42247
2219,2.67277,4.12821,4.42247
2220,2.67521,4.12943,4.42735
2221,2.67521,4.12943,4.43223
2222,2.67643,4.12821,4.43223
2223,2.67643,4.12821,4.43223
2224,2.67888,4.12943,4.43712
2225,2.67766,4.12943,4.43712
2226,2.67888,4.12943,4.442
2227,2.6801,4.12943,4.442
2228,2.67888,4.12943,4.44689
2229,2.67766,4.12943,4.44689
2230,2.64957,4.12943,4.44689
2231,2.68132,4.12943,4.45177
2232,2.68254,4.12943,4.45177
2233,2.68254,4.12943,4.45665
2234,2.68376,4.12943,4.45665
2235,2.68498,4.13065,4.45665
2236,2.68376,4.13065,4.45665
2237,2.68498,4.13065,4.46642
2238,2.68254,4.13065,4.46642
2239,2.68742,4.13065,4.46642
2240,2.68742,4.13065,4.47131
2241,2.65324,4.13065,4.47131
2242,2.68864,4.13065,4.47619
2243,2.68742,4.13065,4.47131
2244,2.68987,4.13065,4.47619
2245,2.59096,4.13065,4.47619
2246,2.60684,4.13187,4.47619
2247,2.68987,4.13187,4.48108
2248,2.69353,4.13187,4.48596
2249,2.69109,4.13187,4.48108
2250,2.69353,4.13065,4.48596
2251,2.69231,4.13187,4.48596
2252,2.69475,4.13065,4.49084
2253,2.69475,4.13187,4.49084
2254,2.6801,4.13187,4.49084
2255,2.69597,4.13187,4.49573
2256,2.69719,4.13431,4.49573
2257,2.69475,4.13309,4.49573
2258,2.69719,4.13309,4.50061
2259,2.70085,4.13309,4.50061
2260,2.69963,4.13309,4.50061
2261,2.66789,4.13309,4.5055
2262,2.72527,4.13309,4.5055
2263,2.70208,4.13309,4.51038
2264,2.7033,4.13309,4.51526
2265,2.70452,4.13431,4.51526
2266,2.70574,4.13309,4.52015
2267,2.69841,4.13309,4.51526
2268,2.70818,4.13309,4.52015
2269,2.7094,4.13309,4.52503
2270,2.71062,4.13309,4.52991
2271,2.70696,4.13431,4.52991
2272,2.71184,4.13431,4.5348
2273,2.71429,4.13431,4.53968
2274,2.71429,4.13309,4.54457
2275,2.74603,4.13431,4.54945
2276,2.71551,4.13309,4.54945
2277,2.71917,4.13431,4.55433
2278,2.71795,4.13431,4.55433
2279,2.71917,4.13431,4.55922
2280,2.72039,4.13431,4.5641
2281,2.72405,4.13431,4.5641
2282,2.72405,4.13431,4.57387
2283,2.69963,4.13431,4.57876
2284,2.67155,4.13431,4.57876
2285,2.7265,4.13431,4.58364
2286,2.72894,4.13553,4.58364
2287,2.72894,4.13553,4.58852
2288,2.73016,4.13431,4.59341
2289,2.49084,4.13431,4.59341
2290,2.73138,4.13431,4.59829
2291,2.72894,4.13431,4.60318
2292,2.73504,4.13431,4.60806
2293,2.73504,4.13553,4.61294
2294,2.73748,4.13431,4.61294
2295,2.73993,4.13431,4.61783
2296,2.73871,4.13553,4.62271
2297,2.74115,4.13553,4.62271
2298,2.74237,4.13553,4.63248
2299,2.74359,4.13431,4.62759
2300,2.74603,4.13431,4.63736
2301,2.74603,4.13431,4.64225
2302,2.78755,4.13431,4.64225
2303,2.67888,4.13431,4.64713
2304,2.50061,4.13431,4.65201
2305,2.60562,4.13431,4.6569
2306,2.75092,4.13431,4.6569
2307,2.75336,4.13431,4.66178
2308,2.75458,4.13431,4.66178
2309,2.76068,4.13431,4.66667
2310,2.70085,4.13431,4.67155
2311,2.52625,4.13431,4.67644
2312,2.55067,4.13431,4.67644
2313,2.75946,4.13431,4.68132
2314,2.6569,4.13431,4.6862
2315,2.76313,4.13309,4.6862
2316,2.76313,4.13309,4.69109
2317,2.76068,4.13309,4.69597
2318,2.76679,4.13309,4.70086
2319,2.76557,4.13309,4.70086
2320,2.76679,4.13309,4.70574
2321,2.76679,4.13309,4.71062
2322,2.76679,4.13187,4.71551
2323,2.79243,4.13187,4.71551
2324,2.77045,4.13309,4.72039
2325,2.76435,4.13187,4.72039
2326,2.77411,4.13187,4.72528
2327,2.77411,4.13187,4.73016
2328,2.77534,4.13187,4.73016
2329,2.77778,4.13187,4.73993
2330,2.77656,4.13187,4.73504
2331,2.77778,4.13065,4.73993
2332,2.779,4.13065,4.73993
2333,2.78144,4.13187,4.74481
2334,2.78144,4.13065,4.74969
2335,2.779,4.13065,4.74969
2336,2.78388,4.13065,4.75458
2337,2.73626,4.13065,4.75946
2338,2.77289,4.13065,4.76435
2339,2.78632,4.13065,4.76435
2340,2.78755,4.12943,4.76435
2341,2.78877,4.12821,4.77412
2342,2.79121,4.12943,4.77412
2343,2.74359,4.12943,4.77412
2344,2.79365,4.12821,4.779
2345,2.79365,4.12821,4.78388
2346,2.65079,4.12821,4.78388
2347,2.80098,4.12821,4.78388
2348,2.79853,4.12698,4.78877
2349,2.79976,4.12698,4.79365
2350,2.85836,4.12698,4.79365
2351,2.80098,4.12698,4.79854
2352,2.83517,4.12698,4.80342
2353,2.76068,4.12576,4.8083
2354,2.8022,4.12576,4.8083
2355,2.79121,4.12576,4.8083
2356,2.80464,4.12576,4.8083
2357,2.80098,4.12454,4.81319
2358,2.77411,4.12454,4.81807
2359,2.8083,4.12454,4.81807
2360,2.80952,4.12332,4.82784
2361,2.80464,4.12332,4.82784
2362,2.78755,4.12332,4.82784
2363,2.80708,4.1221,4.83272
2364,2.81197,4.1221,4.83272
2365,2.72405,4.1221,4.83761
2366,2.81319,4.12088,4.83761
2367,2.8083,4.11966,4.83761
2368,2.81685,4.12088,4.84737
2369,2.81685,4.11966,4.84737
2370,2.81807,4.11966,4.84737
2371,2.81807,4.11966,4.85226
2372,2.82051,4.11844,4.85714
2373,2.82051,4.11722,4.85714
2374,2.82051,4.11722,4.86203
2375,2.8486,4.11722,4.86203
2376,2.82295,4.11722,4.86691
2377,2.82418,4.116,4.86691
2378,2.82173,4.116,4.8718
2379,2.8254,4.11477,4.8718
2380,2.82662,4.11477,4.8718
2381,2.82784,4.11355,4.87668
2382,2.82906,4.11355,4.87668
2383,2.83272,4.11355,4.88156
2384,2.8315,4.11233,4.88645
2385,2.83272,4.11233,4.89133
2386,2.83394,4.11233,4.88645
2387,2.8315,4.10989,4.89133
2388,2.8315,4.10989,4.89622
2389,2.83639,4.10989,4.89622
2390,2.83639,4.10867,4.89622
2391,2.83883,4.10867,4.90598
2392,2.83883,4.10745,4.90598
2393,2.83883,4.10745,4.9011
2394,2.84005,4.10745,4.91087
2395,2.84005,4.10623,4.91087
2396,2.67766,4.10501,4.91575
2397,2.84249,4.10501,4.91575
