"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: Potential 3 (V)"
3175,3.64713,2.39438,0.427351
3176,3.64713,2.3956,0.422467
3177,3.64835,2.3956,0.422467
3178,3.64957,2.3956,0.422467
3179,3.65079,2.39438,0.422467
3180,3.64957,2.3956,0.417583
3181,3.65079,2.3956,0.417583
3182,3.65201,2.3956,0.417583
3183,3.65201,2.3956,0.412699
3184,3.65324,2.3956,0.417583
3185,3.65446,2.39683,0.412699
3186,3.65568,2.39683,0.412699
3187,3.65568,2.39683,0.412699
3188,3.6569,2.39683,0.412699
3189,3.6569,2.39683,0.412699
3190,3.65934,2.39683,0.412699
3191,3.65934,2.39683,0.407815
3192,3.66056,2.39805,0.407815
3193,3.65934,2.39683,0.407815
3194,3.66178,2.39805,0.407815
3195,3.663,2.39805,0.407815
3196,3.663,2.39805,0.407815
3197,3.66422,2.39805,0.402931
3198,3.66545,2.39805,0.402931
3199,3.66422,2.39805,0.402931
3200,3.66545,2.39805,0.402931
3201,3.66545,2.39805,0.402931
3202,3.66667,2.39927,0.398047
3203,3.66789,2.39805,0.398047
3204,3.66789,2.39927,0.398047
3205,3.67033,2.39805,0.398047
3206,3.67033,2.39805,0.393163
3207,3.67033,2.39927,0.398047
3208,3.67155,2.39927,0.393163
3209,3.67277,2.39927,0.398047
3210,3.67399,2.39927,0.393163
3211,3.67277,2.39927,0.393163
3212,3.67521,2.39927,0.388279
3213,3.67521,2.39927,0.388279
3214,3.67643,2.40049,0.388279
3215,3.67643,2.40049,0.388279
3216,3.67766,2.40049,0.388279
3217,3.6801,2.40049,0.388279
3218,3.67888,2.40049,0.383395
3219,3.67888,2.40049,0.383395
3220,3.6801,2.40049,0.388279
3221,3.68132,2.40049,0.383395
3222,3.68254,2.40049,0.383395
3223,3.68376,2.40049,0.383395
3224,3.68376,2.40049,0.378511
3225,3.68376,2.40171,0.378511
3226,3.68498,2.40171,0.378511
3227,3.68376,2.40171,0.378511
3228,3.6862,2.40171,0.378511
3229,3.68742,2.40171,0.373627
3230,3.68864,2.40171,0.378511
3231,3.68987,2.40171,0.373627
3232,3.68864,2.40293,0.373627
3233,3.69109,2.40293,0.373627
3234,3.69231,2.40293,0.368743
3235,3.69109,2.40293,0.373627
3236,3.69231,2.40293,0.368743
3237,3.69231,2.40293,0.368743
3238,3.69353,2.40293,0.368743
3239,3.69353,2.40293,0.368743
3240,3.69475,2.40293,0.363859
3241,3.69597,2.40293,0.363859
3242,3.69597,2.40293,0.363859
3243,3.69597,2.40293,0.363859
3244,3.69719,2.40415,0.363859
3245,3.69963,2.40415,0.363859
3246,3.69841,2.40415,0.363859
3247,3.69841,2.40415,0.358975
3248,3.70085,2.40415,0.358975
3249,3.70085,2.40415,0.358975
3250,3.70208,2.40537,0.358975
3251,3.7033,2.40415,0.358975
3252,3.7033,2.40537,0.358975
3253,3.70452,2.40537,0.354091
3254,3.70574,2.40537,0.358975
3255,3.70696,2.40537,0.358975
3256,3.70818,2.40537,0.354091
3257,3.70696,2.40537,0.358975
3258,3.70818,2.40537,0.354091
3259,3.70818,2.40537,0.354091
3260,3.7094,2.40659,0.354091
3261,3.7094,2.40537,0.354091
3262,3.71062,2.40659,0.349207
3263,3.71062,2.40659,0.354091
3264,3.71306,2.40659,0.349207
3265,3.71306,2.40659,0.349207
3266,3.71306,2.40659,0.349207
3267,3.71429,2.40659,0.349207
3268,3.71306,2.40659,0.349207
3269,3.71551,2.40659,0.349207
3270,3.71673,2.40659,0.349207
3271,3.71673,2.40781,0.344323
3272,3.71673,2.40659,0.339439
3273,3.71795,2.40781,0.344323
3274,3.71917,2.40781,0.344323
3275,3.71917,2.40781,0.339439
3276,3.72039,2.40781,0.344323
3277,3.72039,2.40781,0.339439
3278,3.72161,2.40781,0.339439
3279,3.72161,2.40904,0.339439
3280,3.72283,2.40781,0.339439
3281,3.72283,2.40904,0.339439
3282,3.72405,2.40904,0.339439
3283,3.72405,2.40904,0.339439
3284,3.72527,2.40904,0.334555
3285,3.72527,2.40904,0.334555
3286,3.7265,2.40904,0.334555
3287,3.72772,2.40904,0.334555
3288,3.72772,2.41026,0.334555
3289,3.72772,2.40904,0.334555
3290,3.73016,2.40904,0.334555
3291,3.73016,2.41026,0.329671
3292,3.73016,2.41026,0.334555
3293,3.73138,2.41026,0.329671
3294,3.73138,2.41026,0.329671
3295,3.73138,2.41026,0.329671
3296,3.73382,2.41148,0.329671
3297,3.73382,2.41026,0.329671
3298,3.73382,2.41026,0.329671
3299,3.73504,2.41026,0.329671
3300,3.73504,2.41026,0.324787
3301,3.73748,2.41148,0.324787
3302,3.73748,2.41148,0.324787
3303,3.73748,2.41148,0.324787
3304,3.73871,2.41148,0.324787
3305,3.73993,2.41148,0.324787
3306,3.73871,2.41148,0.324787
3307,3.73871,2.41148,0.324787
3308,3.73748,2.41148,0.324787
3309,3.73871,2.41148,0.319903
3310,3.73993,2.41148,0.319903
3311,3.73748,2.41148,0.319903
3312,3.73748,2.41148,0.319903
3313,3.73626,2.41148,0.319903
3314,3.73504,2.41148,0.319903
3315,3.73382,2.41148,0.319903
3316,3.7326,2.41148,0.319903
3317,3.7326,2.41026,0.324787
3318,3.73016,2.41026,0.324787
3319,3.72894,2.41026,0.324787
3320,3.72772,2.41026,0.319903
3321,3.7265,2.41026,0.324787
3322,3.72527,2.41026,0.329671
3323,3.72283,2.40904,0.324787
3324,3.72039,2.40904,0.329671
3325,3.72039,2.40904,0.329671
3326,3.71917,2.40781,0.329671
3327,3.71551,2.40781,0.334555
3328,3.71551,2.40781,0.334555
3329,3.71306,2.40659,0.334555
3330,3.71184,2.40659,0.334555
3331,3.7094,2.40659,0.339439
3332,3.70574,2.40659,0.339439
3333,3.70452,2.40537,0.344323
3334,3.70208,2.40537,0.344323
3335,3.70085,2.40537,0.344323
3336,3.69841,2.40415,0.349207
3337,3.69719,2.40415,0.349207
3338,3.69597,2.40293,0.354091
3339,3.69231,2.40293,0.354091
3340,3.68864,2.40293,0.354091
3341,3.68864,2.40171,0.358975
3342,3.68376,2.40293,0.358975
3343,3.68132,2.40049,0.363859
3344,3.67888,2.40049,0.363859
3345,3.67766,2.40049,0.368743
3346,3.67521,2.40049,0.368743
3347,3.67399,2.39927,0.373627
3348,3.67033,2.39927,0.373627
3349,3.66911,2.39927,0.373627
3350,3.66667,2.39805,0.378511
3351,3.663,2.39805,0.383395
3352,3.66056,2.39805,0.383395
3353,3.66056,2.39683,0.383395
3354,3.6569,2.39683,0.388279
3355,3.65568,2.39683,0.393163
3356,3.65079,2.3956,0.393163
3357,3.65079,2.3956,0.398047
3358,3.64713,2.39438,0.398047
3359,3.64591,2.39438,0.402931
3360,3.64347,2.39438,0.407815
3361,3.64103,2.39316,0.407815
3362,3.63858,2.39316,0.407815
3363,3.63492,2.39316,0.412699
3364,3.6337,2.39194,0.417583
3365,3.63126,2.39194,0.422467
3366,3.62882,2.39194,0.422467
3367,3.62759,2.39072,0.427351
3368,3.62393,2.39072,0.427351
3369,3.62271,2.39072,0.432235
3370,3.62027,2.39072,0.432235
3371,3.61905,2.3895,0.437119
3372,3.61538,2.3895,0.437119
3373,3.61294,2.3895,0.442003
3374,3.61172,2.38828,0.442003
3375,3.60928,2.38828,0.446887
3376,3.60684,2.38706,0.451771
3377,3.6044,2.38706,0.456656
3378,3.60317,2.38706,0.456656
3379,3.59951,2.38584,0.461539
3380,3.59829,2.38584,0.466423
3381,3.59707,2.38584,0.466423
3382,3.59463,2.38584,0.471307
3383,3.59096,2.38584,0.471307
3384,3.59096,2.38462,0.476192
3385,3.58852,2.38462,0.481075
3386,3.58608,2.38462,0.481075
3387,3.58364,2.38462,0.485959
3388,3.58242,2.38339,0.490843
3389,3.57998,2.38339,0.490843
3390,3.57509,2.38339,0.500611
3391,3.57631,2.38339,0.495728
3392,3.57387,2.38217,0.505495
3393,3.57143,2.38217,0.505495
3394,3.57021,2.38217,0.510379
3395,3.56899,2.38217,0.510379
3396,3.56654,2.38217,0.515264
3397,3.56288,2.38217,0.520147
3398,3.56166,2.38095,0.520147
3399,3.56044,2.38095,0.525031
3400,3.558,2.38095,0.525031
3401,3.55556,2.38095,0.529915
3402,3.55556,2.38095,0.5348
3403,3.55189,2.38095,0.5348
3404,3.54945,2.37973,0.539683
3405,3.54823,2.37973,0.544567
3406,3.54701,2.37973,0.544567
3407,3.54457,2.37973,0.549451
3408,3.54335,2.37973,0.554336
3409,3.54212,2.37973,0.559219
3410,3.53968,2.37973,0.559219
3411,3.53846,2.37973,0.564103
3412,3.53602,2.37973,0.564103
3413,3.5348,2.37851,0.568987
3414,3.53358,2.37973,0.573872
3415,3.53114,2.37851,0.578755
3416,3.52747,2.37851,0.578755
3417,3.52869,2.37851,0.583639
3418,3.52503,2.37851,0.588523
3419,3.52625,2.37851,0.588523
3420,3.52259,2.37851,0.593408
3421,3.52137,2.37729,0.598291
3422,3.5177,2.37729,0.598291
3423,3.51648,2.37729,0.603175
3424,3.51526,2.37729,0.608059
3425,3.51404,2.37851,0.608059
3426,3.5116,2.37729,0.612944
3427,3.51038,2.37851,0.617827
3428,3.50916,2.37851,0.617827
3429,3.50794,2.37851,0.622711
3430,3.50672,2.37851,0.627595
3431,3.50427,2.37851,0.627595
3432,3.50305,2.37851,0.63248
3433,3.49939,2.37851,0.637363
3434,3.49939,2.37851,0.642247
3435,3.49817,2.37851,0.642247
3436,3.49573,2.37851,0.647131
3437,3.49451,2.37851,0.647131
3438,3.49206,2.37851,0.652016
3439,3.48962,2.37973,0.656899
3440,3.4884,2.37851,0.661783
3441,3.4884,2.37973,0.661783
3442,3.48474,2.37973,0.666667
3443,3.48474,2.37973,0.671552
3444,3.4823,2.38095,0.671552
3445,3.4823,2.38095,0.676435
3446,3.48107,2.38095,0.681319
3447,3.47985,2.38095,0.686203
3448,3.47619,2.38095,0.686203
3449,3.47497,2.38217,0.691088
3450,3.47497,2.38217,0.695971
3451,3.47253,2.38217,0.695971
3452,3.47253,2.38339,0.700855
3453,3.47009,2.38339,0.700855
3454,3.46764,2.38339,0.710624
3455,3.46764,2.38462,0.710624
3456,3.46642,2.38462,0.715508
3457,3.46398,2.38462,0.715508
3458,3.46276,2.38462,0.720391
3459,3.4591,2.38462,0.725275
3460,3.46032,2.38584,0.725275
3461,3.45788,2.38584,0.735044
3462,3.45788,2.38706,0.73016
3463,3.45665,2.38706,0.739927
3464,3.45421,2.38828,0.744811
3465,3.45299,2.38828,0.744811
3466,3.45299,2.38828,0.749696
3467,3.44933,2.3895,0.75458
3468,3.44933,2.3895,0.75458
3469,3.44811,2.39072,0.759463
3470,3.44811,2.39072,0.764347
3471,3.44567,2.39072,0.764347
3472,3.44322,2.39194,0.769232
3473,3.44322,2.39194,0.769232
3474,3.442,2.39316,0.774116
3475,3.43834,2.39316,0.778999
3476,3.43712,2.39316,0.783883
3477,3.43712,2.39438,0.783883
3478,3.43468,2.3956,0.788768
3479,3.43468,2.3956,0.788768
3480,3.43223,2.39683,0.793652
3481,3.43223,2.39683,0.798535
3482,3.43101,2.39683,0.798535
3483,3.42857,2.39805,0.803419
3484,3.42735,2.39927,0.808304
3485,3.42735,2.39927,0.808304
3486,3.42613,2.40049,0.813188
3487,3.42491,2.40171,0.818071
3488,3.42369,2.40171,0.822955
3489,3.42247,2.40171,0.82784
3490,3.42125,2.40293,0.822955
3491,3.4188,2.40415,0.82784
3492,3.41758,2.40415,0.832724
3493,3.41758,2.40537,0.837607
3494,3.41636,2.40537,0.842491
3495,3.41514,2.40659,0.842491
3496,3.41514,2.40781,0.847376
3497,3.41392,2.40781,0.85226
3498,3.41148,2.40904,0.85226
3499,3.41026,2.41026,0.857143
3500,3.40904,2.41026,0.857143
3501,3.40781,2.41148,0.862027
3502,3.40659,2.4127,0.866912
3503,3.40537,2.41392,0.871796
3504,3.40415,2.41392,0.871796
3505,3.40293,2.41514,0.876679
3506,3.40293,2.41514,0.881563
3507,3.40293,2.41758,0.881563
3508,3.40049,2.41758,0.881563
3509,3.39927,2.4188,0.886448
3510,3.39805,2.42002,0.891332
3511,3.39805,2.42002,0.896215
3512,3.39683,2.42125,0.896215
3513,3.3956,2.42247,0.901099
3514,3.39438,2.42247,0.905984
3515,3.39316,2.42369,0.905984
3516,3.39194,2.42491,0.910868
3517,3.39072,2.42613,0.915751
3518,3.38828,2.42735,0.915751
3519,3.3895,2.42857,0.920635
3520,3.39072,2.42857,0.920635
3521,3.38584,2.42979,0.92552
3522,3.38462,2.43101,0.930404
3523,3.38584,2.43223,0.930404
3524,3.38462,2.43346,0.935287
3525,3.38217,2.43468,0.940171
3526,3.38339,2.4359,0.945056
3527,3.37973,2.4359,0.945056
3528,3.37973,2.43712,0.94994
3529,3.37851,2.43834,0.94994
3530,3.37729,2.43956,0.954823
3531,3.37485,2.44078,0.959707
3532,3.37607,2.442,0.964592
3533,3.37485,2.44322,0.964592
3534,3.37241,2.44444,0.964592
3535,3.37118,2.44567,0.969476
3536,3.36996,2.44689,0.97436
3537,3.36874,2.44811,0.979243
3538,3.36996,2.44933,0.979243
3539,3.36874,2.45055,0.984128
3540,3.36752,2.45177,0.984128
3541,3.36508,2.45177,0.989012
3542,3.36386,2.45421,0.989012
3543,3.36386,2.45543,0.993896
3544,3.36264,2.45665,0.998779
3545,3.36264,2.45788,0.998779
3546,3.36142,2.4591,1.00366
3547,3.3602,2.46032,1.00855
3548,3.35775,2.46154,1.00855
3549,3.35775,2.46276,1.01343
3550,3.35531,2.46398,1.01343
3551,3.35653,2.4652,1.0232
3552,3.35531,2.46642,1.0232
3553,3.35409,2.46764,1.02808
3554,3.35165,2.46886,1.02808
3555,3.35287,2.47009,1.03297
3556,3.35165,2.47131,1.03785
3557,3.35043,2.47253,1.03785
3558,3.34921,2.47375,1.04274
3559,3.34921,2.47619,1.04274
3560,3.34676,2.47741,1.04762
3561,3.34676,2.47863,1.0525
3562,3.34676,2.47985,1.05739
3563,3.34432,2.48107,1.0525
3564,3.34432,2.48352,1.05739
3565,3.3431,2.48474,1.06227
3566,3.3431,2.48596,1.06716
3567,3.34066,2.48718,1.06716
3568,3.33944,2.4884,1.07204
3569,3.33944,2.49084,1.07204
3570,3.33822,2.49084,1.07692
3571,3.33822,2.49328,1.08181
3572,3.33822,2.49451,1.08181
3573,3.33578,2.49573,1.08669
3574,3.33455,2.49695,1.08669
3575,3.33211,2.49939,1.09158
3576,3.33333,2.49939,1.09646
3577,3.33211,2.50183,1.09646
3578,3.33089,2.50305,1.10134
3579,3.32967,2.50427,1.10134
3580,3.33089,2.50672,1.10623
3581,3.32845,2.50794,1.10623
3582,3.32845,2.50916,1.11111
3583,3.32723,2.51038,1.116
3584,3.32723,2.5116,1.116
3585,3.32601,2.51404,1.12088
3586,3.32479,2.51526,1.12088
3587,3.32479,2.51648,1.12576
3588,3.32357,2.51893,1.13065
3589,3.32234,2.52015,1.13065
3590,3.32112,2.52137,1.13553
3591,3.32112,2.52381,1.14042
3592,3.3199,2.52503,1.14042
3593,3.31746,2.52625,1.14042
3594,3.31746,2.52869,1.1453
3595,3.31624,2.52991,1.15018
3596,3.31624,2.53114,1.15018
3597,3.31624,2.53358,1.15507
3598,3.31502,2.5348,1.15995
3599,3.31502,2.53602,1.15995
3600,3.31258,2.53846,1.16484
